Timestamp,Which age group do you belong to?,Gender,"How do you purchase electronic items such as mobile phones, laptops, watches, and TVs?",What factors influence your decision to purchase electronic items from e-commerce websites or offline stores? (Select all that apply),How satisfied are you with the pricing of electronic items on e-commerce websites compared to offline stores?,Which channel do you find more convenient for purchasing electronic items?,How would you rate the overall shopping experience when purchasing electronic items from e-commerce websites compared to offline stores?,How frequently do you purchase electronic gadgets online?,What type of electronic gadgets do you typically purchase online? (Select all that apply),How would you rate your overall satisfaction with the variety of electronic gadgets available on e-commerce website?,What factors influence your decision to purchase electronic gadgets online? (Select all that apply),How likely are you to recommend e-commerce website to others for purchasing electronic gadgets?,What improvements or additions would you like to see in the range of electronic gadgets offered on e-commerce website?,"On a scale of 1 to 10, how satisfied are you with the user experience (navigation, search functionality, checkout process, etc.) when browsing electronic gadgets on website?
 (1 being the lowest/worst score).
",How important are customer reviews and ratings in influencing your decision to purchase electronic gadgets online?,How often do you rely on comparison tools or features to compare different electronic gadgets before making a purchase decision?,Which payment method do you prefer when purchasing electronic gadgets online?,Which e-commerce website do you prefer the most for purchasing electronic gadgets?,During which occasions or festivals do you prefer to purchase electronic items from e-commerce websites or offline stores? (Select all that apply)
05/04/2024 11:20:09,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Product assortment and availability, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,Offline Stores,Much Better in Offline Stores,Rarely,"Smartphones, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Neutral,"faster delivery , better responsibility for delivering the product",7,Very Important,Frequently,Credit/Debit Card,Amazon India,"Diwali, Independence Day, Republic Day, Holi"
05/04/2024 11:37:09,55+ years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Product assortment and availability, Trust in the brand or seller, Customer service and support",Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better in Offline Stores,Occasionally,"Smartphones, Laptops, Audio/Visual equipment (headphones, speakers, TVs), ",Satisfied,"Price competitiveness, Product reviews and ratings, Product specifications and features, Fast and reliable delivery, Easy returns and refunds",Slightly Likely,Service is a factor.,6,Very Important,Always,"Mobile Wallets (e.g., Paytm, PhonePe)",Flipkart,Diwali
05/04/2024 11:54:09,18-24 years,Female,Equally from e-commerce websites and offline stores,"Price competitiveness, Product assortment and availability, Convenience of shopping from home, Immediate availability of the product, Customer service and support",About the Same,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Satisfied,"Price competitiveness, Product reviews and ratings, Product specifications and features, Fast and reliable delivery, Easy returns and refunds, Payment options",Neutral,There should be verified profile and refund policy should be more accurate,7,Very Important,Frequently,UPI (Unified Payments Interface),Amazon India,"Diwali, Independence Day, Holi"
05/04/2024 11:55:12,18-24 years,Male,Exclusively from e-commerce websites,Price competitiveness,Much Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Never,Smartphones,Very Dissatisfied,Price competitiveness,Very Likely,Ghinvzdf,1,Not Important,Always,Credit/Debit Card,Paytm Mall,Independence Day
05/04/2024 11:56:36,18-24 years,Male,Equally from e-commerce websites and offline stores,"Convenience of shopping from home, Ability to physically inspect and test the product",Much Higher in Offline Stores,Both Equally Convenient,About the Same,Rarely,Gaming consoles,Dissatisfied,Fast and reliable delivery,Slightly Likely,yes,5,Somewhat Important,Occasionally,"Mobile Wallets (e.g., Paytm, PhonePe)",Amazon India,"Diwali, Christmas, Eid, New Year, Independence Day, Republic Day, Dussehra, Holi"
05/04/2024 12:45:38,18-24 years,Female,Exclusively from offline stores,"Price competitiveness, Convenience of shopping from home, Ability to physically inspect and test the product, Discounts and promotions",Slightly Higher in Offline Stores,Offline Stores,Slightly Better in Offline Stores,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Neutral,"Some are damaged goods, I think it should be improved",7,Very Important,Frequently,UPI (Unified Payments Interface),Amazon India,"Christmas, New Year, Independence Day, Republic Day"
05/04/2024 12:58:13,45-54 years,Male,Equally from e-commerce websites and offline stores,"Price competitiveness, Product assortment and availability, Convenience of shopping from home",Much Lower on E-commerce Websites,Both Equally Convenient,Slightly Better in Offline Stores,Occasionally,"Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,Product reviews and ratings,Likely,Nothing ,7,Very Important,Frequently,UPI (Unified Payments Interface),Amazon India,Diwali
05/04/2024 13:02:49,35-44 years,Male,Exclusively from offline stores,Trust in the brand or seller,Slightly Higher in Offline Stores,Offline Stores,Much Better in Offline Stores,Occasionally,"Smartphones, Laptops, Tablets",Neutral,Price competitiveness,Very Likely,Originality of the products,9,Extremely Important,Never,UPI (Unified Payments Interface),Amazon India,Diwali
05/04/2024 13:14:42,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Ability to physically inspect and test the product, Customer service and support",About the Same,Both Equally Convenient,Slightly Better in Offline Stores,Rarely,"Wearable devices (smartwatches, fitness trackers)",Neutral,Discounts and promotions,Slightly Likely,Quality,5,Moderately Important,Rarely,Cash on Delivery,Flipkart,Diwali
05/04/2024 13:28:44,18-24 years,Female,Equally from e-commerce websites and offline stores,"Ability to physically inspect and test the product, Customer service and support",Slightly Higher in Offline Stores,Both Equally Convenient,Slightly Better in Offline Stores,Rarely,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers)",Satisfied,"Price competitiveness, Product reviews and ratings, Product specifications and features, Discounts and promotions",Likely,Development of technology ,8,Moderately Important,Rarely,Credit/Debit Card,Amazon India,"Diwali, Dussehra"
05/04/2024 13:37:02,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Product assortment and availability, Convenience of shopping from home, Immediate availability of the product",About the Same,Both Equally Convenient,About the Same,Occasionally,"Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Price competitiveness, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Neutral,More information about it ,8,Very Important,Occasionally,Cash on Delivery,Flipkart,"Diwali, New Year"
05/04/2024 13:37:44,35-44 years,Male,Exclusively from offline stores,"Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller",Much Higher in Offline Stores,Offline Stores,Much Better in Offline Stores,Occasionally,"Smartphones, Laptops",Neutral,"Price competitiveness, Brand reputation",Neutral,Good availability ,8,Moderately Important,Occasionally,UPI (Unified Payments Interface),Amazon India,"Diwali, New Year, Dussehra"
05/04/2024 13:41:01,18-24 years,Male,Equally from e-commerce websites and offline stores,"Price competitiveness, Product assortment and availability, Convenience of shopping from home, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops",Satisfied,"Product reviews and ratings, Brand reputation, Discounts and promotions, Fast and reliable delivery",Neutral,Best quality,7,Moderately Important,Frequently,UPI (Unified Payments Interface),Flipkart,"Diwali, New Year, Holi"
05/04/2024 13:46:54,45-54 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Product assortment and availability, Immediate availability of the product, Trust in the brand or seller, Customer service and support",Slightly Higher in Offline Stores,Offline Stores,Slightly Better in Offline Stores,Rarely,"Smartphones, Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Brand reputation, Easy returns and refunds, Payment options",Not Likely at All,No idea ,8,Moderately Important,Occasionally,UPI (Unified Payments Interface),Amazon India,"Diwali, Dussehra"
05/04/2024 13:55:35,18-24 years,Female,Equally from e-commerce websites and offline stores,"Convenience of shopping from home, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Brand reputation, Product specifications and features, Fast and reliable delivery, Easy returns and refunds",Likely,NA,7,Moderately Important,Frequently,Credit/Debit Card,Amazon India,"Christmas, New Year, Independence Day"
05/04/2024 14:05:36,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Ability to physically inspect and test the product, Customer service and support",Slightly Lower on E-commerce Websites,Offline Stores,Slightly Better in Offline Stores,Rarely,"Smartphones, Laptops, Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Likely,Good quality ,6,Very Important,Rarely,Credit/Debit Card,Amazon India,Dussehra
05/04/2024 14:05:04,18-24 years,Female,Exclusively from offline stores,Ability to physically inspect and test the product,Slightly Higher in Offline Stores,Both Equally Convenient,Slightly Better in Offline Stores,Rarely,"Audio/Visual equipment (headphones, speakers, TVs)",Neutral,Brand reputation,Neutral,Good customer care,8,Very Important,Occasionally,UPI (Unified Payments Interface),Flipkart,Diwali
05/04/2024 14:06:04,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites",Ability to physically inspect and test the product,Slightly Lower on E-commerce Websites,Offline Stores,Slightly Better in Offline Stores,Occasionally,"Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,Product reviews and ratings,Slightly Likely,Discount options are higher it seems,5,Moderately Important,Frequently,Credit/Debit Card,Amazon India,"New Year, "
05/04/2024 14:06:36,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Convenience of shopping from home, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,Offline Stores,Slightly Better on E-commerce Websites,Rarely,"Smartphones, Wearable devices (smartwatches, fitness trackers)",Satisfied,"Price competitiveness, Brand reputation, Discounts and promotions, Fast and reliable delivery",Not Likely at All,Product quality can be improvised,7,Moderately Important,Occasionally,Credit/Debit Card,Amazon India,Diwali
05/04/2024 14:07:08,18-24 years,Female,Exclusively from offline stores,"Ability to physically inspect and test the product, Immediate availability of the product",Slightly Lower on E-commerce Websites,Offline Stores,Slightly Better on E-commerce Websites,Never,Nothing ,Dissatisfied,Price competitiveness,Slightly Likely,More discount options are higher,5,Moderately Important,Occasionally,Credit/Debit Card,Amazon India,"New Year, "
05/04/2024 14:08:25,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites",Ability to physically inspect and test the product,About the Same,Offline Stores,About the Same,Occasionally,"Smart home devices (smart speakers, smart bulbs)",Neutral,"Discounts and promotions, Fast and reliable delivery",Neutral,Building trust towards customers,5,Moderately Important,Occasionally,"Mobile Wallets (e.g., Paytm, PhonePe)",Amazon India,"New Year, Independence Day, Republic Day"
05/04/2024 14:08:40,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Product assortment and availability, Trust in the brand or seller, Discounts and promotions",Slightly Higher in Offline Stores,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Product reviews and ratings, Product specifications and features, Discounts and promotions, Fast and reliable delivery",Slightly Likely,Better prices,8,Very Important,Occasionally,Cash on Delivery,Meeshow,"Diwali, Independence Day, Republic Day"
05/04/2024 14:09:19,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Convenience of shopping from home, Discounts and promotions",Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better in Offline Stores,Occasionally,"Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Discounts and promotions, Fast and reliable delivery, Payment options",Slightly Likely,To get the products without any damages,6,Moderately Important,Rarely,UPI (Unified Payments Interface),Amazon India,"Diwali, New Year"
